artist,lfm_tags,lfm_listeners,lfm_playcount,lfm_found,tags
Dance Dance Dance!,,402.0,1577.0,True,
Dance Gavin Dance,"post-hardcore, experimental, screamo, emocore, hardcore",768096.0,87041921.0,True,
Dance of Days,"hardcore, emo, post-punk, alternative, rock",40127.0,3976967.0,True,
Dancing Mood,"ska, reggae, argentina, instrumental, traditional ska",31752.0,568255.0,True,
Dancody,"rap, Hip-Hop, underground hip-hop, alternative hip-hop, trap",30977.0,151110.0,True,
Dandara Guinares,,11.0,25.0,True,
Dane Amar,,75634.0,726307.0,True,
Danelle Sandoval,"pop, USA, american",5768.0,22189.0,True,
Dang Thai Son,"Classical, piano, Chopin, classical piano, pianist",2573.0,48031.0,True,
Dang3r,"Future progressive psytrance, psytrance",10906.0,53545.0,True,
Dangerkids,"post-hardcore, rapcore, electronic, alternative rock, Rap-Rock",67322.0,1744173.0,True,
Dani Fernández,"spanish, LITTLE STAR, twink, treble, youngstar",32125.0,878483.0,True,
Dani Filth,"micropenis, brutal gay metal, symphonic gay metal, chuck norris does not approve, ugly vocalists",575.0,2023.0,True,
Dani Garcia,"pop, pop rock, Popcorn, All, Balada Pop",3736.0,39151.0,True,
Dani King,"female vocalist, electronic, singer, songwriter, vocalist",348.0,1073.0,True,
Dani M,"swedish, rap, hip hop, reggae, All",42779.0,1162089.0,True,
Dani Martín,"spanish, pop, rock, spain, El Canto del Loco",44634.0,829162.0,True,
Dani Nel-lo,saxo,277.0,1944.0,True,
Dani Poppitt,,565.0,1684.0,True,
Dani Sause,,59.0,151.0,True,
Dani Sbert,"minimal, minimal techno, tech house, spotify, minimal tech",6318.0,27027.0,True,
Dani Vellocet,pop,2006.0,11671.0,True,
DaniLeigh,"rnb, pop, Hip-Hop, rap, trap",388759.0,4134736.0,True,
DaniSogen,"electronic, chill, Ukraine, Lo-Fi, Ukrainian",197739.0,2441298.0,True,
Danie Green,,1776.0,38761.0,True,
Daniel,"sertanejo, brazilian country, musica brasileira, brazilian music, male vocal",301771.0,4255028.0,True,
Daniel & Samuel,,4219.0,50274.0,True,
Daniel Adams-Ray,"swedish, pop, Hip-Hop, soul, rap",92689.0,2651590.0,True,
Daniel Andersson,"AOR, rock, westcoast, soft rock, Sweden",1497.0,5933.0,True,
Daniel Araujo,,576.0,3421.0,True,
Daniel Balavoine,"chanson francaise, french, pop, 80s, france",141729.0,2424698.0,True,
Daniel Barenboim,"Classical, piano, conductor, pianist, classical piano",233625.0,3019734.0,True,
Daniel Caesar,"rnb, soul, Neo-Soul, Canadian, alternative rnb",2253714.0,223975563.0,True,
Daniel Caon,,9471.0,36798.0,True,
Daniel Chan,,5161.0,49742.0,True,
Daniel Cooney,,7.0,83.0,True,
Daniel Deluxe,"synthwave, electronic, retrowave, darksynth, danish",203974.0,3742852.0,True,
Daniel Di Angelo,"Dark-RnB, american",133014.0,3649433.0,True,
Daniel Ek,,7.0,27.0,True,
Daniel Glaven,,28415.0,131338.0,True,
Daniel Gonzaga,"rock, blues, brasil, brazil, nova mpb",3614.0,26641.0,True,
Daniel Gutierrez,"singer-songwriter, mexico, rock en español",1398.0,19421.0,True,
Daniel Harding,"conductor, contemporary classical, UK, Classical, Avant-Garde",2600.0,15274.0,True,
Daniel Hope,"Classical, violin, instrumental, classic, contemporary classical",63472.0,399593.0,True,
Daniel J. Edwards,,5.0,118.0,True,
Daniel Johnston,"Lo-Fi, singer-songwriter, indie, folk, outsider",740004.0,20396446.0,True,
Daniel Kaede,"guitar, instrumental, acoustic, chillout, ambient",73256.0,457796.0,True,
Daniel Kobialka,"new age, relax, Soundtrack, violin, All",19557.0,146825.0,True,
Daniel Koek,"Musical theatre, musical, all together now NL",391.0,4090.0,True,
Daniel Levi,"pop, french, french pop, estonia, chanson",17657.0,129181.0,True,
Daniel Lioneye,"finnish, hard rock, rock, metal, rock n roll",70408.0,640384.0,True,
Daniel Lo,"taiwan, taiwanese, mandopop",1751.0,11483.0,True,
Daniel Lozakovich,Classical,3169.0,18820.0,True,
Daniel May,"chillout, ambient, timecore, new age, verbcore",35087.0,938049.0,True,
Daniel Melingo,"tango, argentina, milonga, alternative tango, cumbia",29784.0,236426.0,True,
Daniel Nitt,"electronic, House, german, singer-songwriter, vocal",8155.0,51092.0,True,
Daniel Pemberton,"Soundtrack, ambient, electronic, composers, FAX",468775.0,10465401.0,True,
Daniel Pezzotti,,64.0,210.0,True,
Daniel Pioro,"modern classical, Classical, contemporary classical, ambient, modern",2675.0,8014.0,True,
Daniel Radcliffe,"harry potter, Broadway, male vocalists, flawless, hairy chest",17286.0,150317.0,True,
Daniel Reichert,,16.0,42.0,True,
Daniel Robinson,"pop, electropop, synthpop, electronic, electronica",26703.0,128134.0,True,
Daniel Ryan Murphy,,3803.0,17596.0,True,
Daniel Silva,"spoken words, Hoerbuch, Lesung",1326.0,55904.0,True,
Daniel Souza,,2602.0,37794.0,True,
Daniel Steinberg,"minimal, techno, minimal techno, tech house, electronic",94089.0,562813.0,True,
Daniel Stewart Sherman,,0.0,0.0,False,
Daniel Telis,"Progressive rock, guitar virtuoso, rock, argentina",45.0,287.0,True,
Daniel Zapico,,105.0,403.0,True,
Daniel Zueras,"esto es ESPARTA, pop, queer, spanish, spain",1956.0,17264.0,True,
Daniel e Samuel,"gospel, brazil, daniel e samuel, adoracao, sertanejo gospel",2629.0,40152.0,True,
"Daniel, Me Estás Matando","bolero, mexico, latin, spanish, male vocalists",153780.0,4020693.0,True,
Daniela Alfinito,"Schlager, Deutsche Schlager, danielea alfinito super, top, sehnsucht",3752.0,88610.0,True,
Daniela Andrade,"folk, acoustic, indie, female vocalist, Canadian",526093.0,4678356.0,True,
Daniela Araújo,"contemporary christian, folk, gospel, female vocalists, worship",22909.0,780615.0,True,
Daniela Darcourt,"latin, latin pop, Peru, salsa, timba",15690.0,187396.0,True,
Daniela Longhi,,110.0,300.0,True,
Daniela Rathana,"swedish, singer-songwriter, urban, soulful, female soul vocalists",22950.0,608427.0,True,
Daniele Leoni,"ambient, piano, 5 Stars, Classical, spotify",38063.0,176196.0,True,
Danielle Bradbery,"country, female vocalists, pop, the voice, country pop",111831.0,1359448.0,True,
Danielle Cristina,"gospel, christian, pentecostal, danielle cristina, pentecostal feminino",12109.0,146829.0,True,
Danielle Fleur,,30123.0,141008.0,True,
Danielle Laval,"Classical, piano",4520.0,13139.0,True,
Danielzinho Grau,,73.0,162.0,True,
Danieze Santiago,"Brega, pop, female vocalist, cover, Forro",10886.0,121625.0,True,
Daniil Trifonov,"piano, Classical, instrumental, contemporary classical, Russia",30402.0,326870.0,True,
Danilo Dellepiane,,0.0,0.0,False,
Danindra DIVIDE,,0.0,0.0,False,
Daniyel,"rap, american, United States",73582.0,760679.0,True,
Danju,rap,21597.0,371019.0,True,
Danko Jones,"hard rock, rock, Canadian, alternative, blues rock",379443.0,11609485.0,True,
Danna Lisboa,"pop, rap, trans, brazilian",11753.0,104941.0,True,
Danna Paola,"pop, latin, mexican, latin pop, Danna Paola",262342.0,9094204.0,True,
Danne Stråhed,"swedish, melodifestivalen, scania, dansband, melfest",8480.0,94979.0,True,
Danni Baylor,"trap, soul, pop, rnb, funk_add_to_lidarr_batch_7",3472.0,10341.0,True,
Danni Carra,,1121.0,4851.0,True,
Dannic,"House, Progressive House, electronic, dance, dutch",115972.0,787205.0,True,
Danny & The Juniors,"Rock and Roll, oldies, 50s, doo wop, 60s",175989.0,740601.0,True,
Danny Avila,"electronic, dance, electronica, dj, House",141897.0,871306.0,True,
Danny Breaks,"Drum and bass, jungle, Hip-Hop, All, british",54081.0,409136.0,True,
Danny Burstein,"american, musical, Theater, Broadway",33465.0,428422.0,True,
Danny Byrd,"Drum and bass, liquid funk, Hospital Records, dnb, Drum n Bass",261727.0,3550275.0,True,
Danny Carvalho,"Hawaiian, folk, slack key guitar, All, hawaii",2449.0,29513.0,True,
Danny Chan,,12252.0,261112.0,True,
Danny Chung,"indie, electronic, alternative, female vocalists",3208.0,15515.0,True,
Danny Cocke,"industrial, dark, score, Immediate Music, Soundtrack",27531.0,324983.0,True,
Danny Cooltmoore,,2160.0,9441.0,True,
Danny Daniel,"salsa, spanish, spain, latin, Vuelvo a Empezar",21196.0,156189.0,True,
Danny G,"House, techno, spanish, minimal techno, spotify",36842.0,324574.0,True,
Danny Gokey,"American Idol, pop, country, male vocalists, American Idol 8",86773.0,1262104.0,True,
Danny Howard,"House, electronic, electronica, dance, british",30529.0,122678.0,True,
Danny Ke Dose,,468.0,1665.0,True,
Danny Koo,,2235.0,16012.0,True,
Danny L Harle,"bubblegum bass, electronic, pc music, england, happy hardcore",334447.0,5297816.0,True,
Danny Ocean,"Reggaeton, electronic, venezuela, latin, venezuelan",509870.0,12541991.0,True,
Danny Olson,"USA, electronic, american",39437.0,415347.0,True,
Danny Romero,"House, spanish, Acid Rock, espagnol, Reggaeton",69904.0,556941.0,True,
Danny Saucedo,"swedish, pop, dance, male vocalists, Sweden",115450.0,2069801.0,True,
Danny Wright,"piano, instrumental, new age, easy listening, peaceful",84211.0,1196532.0,True,
Dansado & De Feestmeester,,262.0,1195.0,True,
Dante,"Progressive metal, Progressive rock, Hip-Hop, swedish, rnb",92568.0,884571.0,True,
Dante Bowe,"gospel, christian",17705.0,167934.0,True,
Dante Carlos,,17.0,106.0,True,
Dante Klein,"electronic, House, deep house, dutch, NL",63711.0,319934.0,True,
Dantiez,,3968.0,10379.0,True,
Dantra,,460.0,2683.0,True,
Danvendra Arya,,76.0,314.0,True,
Dany Synthé,,938.0,3102.0,True,
Danyka Nadeau,"pop, Canadian, female vocalists",5405.0,31399.0,True,
Danzig,"heavy metal, hard rock, metal, rock, horror punk",1127970.0,26610773.0,True,
Daphne Rubin-Vega,"Broadway, Musical theatre, hazbin hotel, Need to Rate, musical theater",157883.0,2138760.0,True,
Daphni,"House, experimental, electronic, techno, afrobeat",312939.0,4339784.0,True,
Dara O Briain,,1420.0,51576.0,True,
Darbuka Siva,,12866.0,206835.0,True,
Darci,"wave, Hip-Hop, rnb, chill, chill rap",359573.0,9073559.0,True,
Darcie Roman,,46400.0,267979.0,True,
Darckstar,"nerdcore, rap, anime, Hip-Hop, underground rap",1114.0,75575.0,True,
Dardan,"rap, Hip-Hop, Deutschrap, hip hop, deutsch",100047.0,6507742.0,True,
Dardust,"neoclassical, instrumental, electronic, contemporary classical, italian",104941.0,695836.0,True,
Darell,"latin, male vocalists, puerto rico",201209.0,2132753.0,True,
Dari,"italian, Suicidal Black Metal, black metal, rock, pop",17797.0,273312.0,True,
Daria Hovora,,156.0,676.0,True,
Darin,"pop, swedish, dance, rnb, male vocalists",252983.0,6037227.0,True,
Dario G,"dance, trance, electronic, Progressive House, House",226650.0,1558267.0,True,
Dario Marianelli,"Soundtrack, instrumental, Classical, composer, score",808849.0,14513497.0,True,
Dario Moreno,"Dario Moreno, d-moreno, fiesta tropical, latin americain, lounge",51387.0,464936.0,True,
Darius,"electronic, psychedelic, pop, ambient, experimental",433980.0,5098908.0,True,
Darius & Finlay,"House, electronic, dance, techno, electro",134657.0,1213303.0,True,
Darius King,,13198.0,144541.0,True,
Darius Rucker,"country, new country, rock, pop, Hootie and the Blowfish",738542.0,8843971.0,True,
Darius Syrossian,"tech house, House, electronic, techno, minimal techno artists",51842.0,264260.0,True,
Dariush,"Persian, Iranian, pop, Dariush, dariosh",47864.0,1111579.0,True,
Dariush Dolat-Shahi,"Avant-Garde, electronic, Iranian, setar, Dastgah",4287.0,29724.0,True,
Dark Funeral,"black metal, swedish black metal, swedish, melodic black metal, metal",242295.0,9276977.0,True,
Dark Lunacy,"Melodic Death Metal, symphonic death metal, death metal, Dramatic death metal, symphonic metal",47563.0,1697421.0,True,
Dark Rehab,"swedish, electronic, hardstyle",11058.0,50427.0,True,
Dark Sarah,"symphonic metal, Female fronted metal, Gothic Metal, metal, finnish",35249.0,812604.0,True,
Dark Smoke Signal,,18502.0,100240.0,True,
Dark Thoughts,"punk, punk rock, pop punk, ramonescore, rock",49775.0,630663.0,True,
Dark Tranquillity,"Melodic Death Metal, death metal, swedish, metal, gothenburg metal",569439.0,54024717.0,True,
Dark-E,"jumpstyle, hardstyle, electronic, Hardbass",8646.0,43596.0,True,
Dark0,"dubstep, Grime, electronic, future garage, wave",49329.0,650940.0,True,
Darkest Hour,"metalcore, Melodic Death Metal, metal, hardcore, death metal",303156.0,13380457.0,True,
Darkey,,45.0,169.0,True,
Darkiel,"Latin Trap, Reggaeton",23936.0,862588.0,True,
Darkk Matter,,13085.0,70496.0,True,
Darkkey,,1264.0,7828.0,True,
Darko US,"deathcore, Progressive deathcore, DJENT, metalcore, metal",86191.0,5310631.0,True,
Darksiight,,35.0,72.0,True,
Darkthrone,"black metal, Norwegian Black Metal, death metal, norwegian, metal",438541.0,29473830.0,True,
Darla Jade,"indie pop, pop, UK, british, Nice music",6462.0,32839.0,True,
Darlene Zschech,"praise & worship, christian, worship, darlene zschech, Hillsong",104994.0,1084459.0,True,
Daron Malakian,"hardcore, alternative, System of a Down, Nu Metal, soadcore",77555.0,434789.0,True,
Darran Muller,,2.0,55.0,True,
Darrell McCall,"country, darell mccall, americana, Alt-country, cowhat tex",2010.0,50464.0,True,
Darrell Scott,"americana, singer-songwriter, bluegrass, country, folk",35124.0,350700.0,True,
Darren Criss,"singer-songwriter, totally awesome, glee, pop, acoustic",141264.0,4318767.0,True,
Darren Porter,"trance, uplifting trance, electronic, pure trance, Tech trance",28121.0,287366.0,True,
Darren Styles,"happy hardcore, uk Hardcore, trance, hardcore, electronic",270108.0,4995573.0,True,
Darrien,spotify,1075.0,2383.0,True,
Darrison,,556.0,1726.0,True,
Darryl Lenox,"stand-up, stand-up comedy",3457.0,16673.0,True,
Darshan Raval,"indie, india",80783.0,2494661.0,True,
Darude,"trance, electronic, dance, techno, electronica",1211069.0,9970860.0,True,
Darwin,"happy hardcore, uk Hardcore, hardcore, Progressive rock, freeform",45573.0,315390.0,True,
Daryl Hall & John Oates,,2471308.0,52534982.0,True,
Darzamat,"Symphonic Black Metal, Gothic Metal, black metal, polish, symphonic metal",45408.0,1637190.0,True,
Das EFX,"Hip-Hop, rap, old school, East Coast, hip hop",330418.0,3231198.0,True,
Das Hamburger Ensemble,,1317.0,14205.0,True,
Das Lumpenpack,"indie, alternative, comedy, rock, germany",42088.0,1481915.0,True,
Das Münchner Rundfunkorchester,,338.0,676.0,True,
Dascha Polanco,,0.0,0.0,False,
Dasco,"acid house, acid techno",20111.0,99397.0,True,
Dash,"rock, persian rock, Progressive rock, electronic, Soundtrack",17399.0,101943.0,True,
Dash Berlin,"trance, vocal trance, progressive trance, electronic, uplifting trance",446152.0,6843681.0,True,
Dash Y Cangri,,2015.0,12219.0,True,
Dashboard Confessional,"indie, acoustic, emo, alternative, rock",1591006.0,53951337.0,True,
Dasinga,,55.0,234.0,True,
Daso,"minimal, electro, techno, deep house, tech house",87314.0,607625.0,True,
Dastic,"dutch, pop, future house, netherlands",56733.0,359316.0,True,
Datach'i,"breakcore, idm, glitch, experimental, electronic",65390.0,735732.0,True,
Datassette,"electronic, idm, electro, chiptune, 8bit",79381.0,740835.0,True,
Datsik,"dubstep, Filthstep, electronic, bass, heavy",367486.0,3773246.0,True,
Datune,"reggae, ragga, france, french, reggae dancehall",3390.0,36747.0,True,
Daughtry,"rock, alternative rock, alternative, hard rock, American Idol",1506471.0,36872225.0,True,
Dav Dralleon,"darksynth, synthwave, dark synth, electronic, retrowave",18000.0,218470.0,True,
Dave Audé,"House, dance, remixer, electronic, electronica",14249.0,74715.0,True,
Dave Barnes,"singer-songwriter, acoustic, soul, male vocalists, folk rock",200006.0,2250582.0,True,
Dave Bascombe,,27.0,95.0,True,
Dave Brown,"Leicester, art rock, East Midlands",311.0,1261.0,True,
Dave Brubeck,"jazz, piano, cool jazz, jazz piano, instrumental",881463.0,10650838.0,True,
Dave East,"rap, Hip-Hop, trap, new york, hip hop",199414.0,3433062.0,True,
Dave Edmunds,"rock, classic rock, singer-songwriter, pub rock, new wave",184153.0,1403152.0,True,
Dave Gibson,the bedford,194.0,1903.0,True,
Dave Koz,"Smooth Jazz, jazz, saxophone, instrumental, sax",218147.0,2734358.0,True,
Dave Lee,"House, electro, british, english, funk_add_to_lidarr_batch_7",40236.0,139629.0,True,
Dave Lombardo,"drums, experimental, Slayer, rock, latin",7843.0,49148.0,True,
Dave Matthews Band,"rock, alternative, alternative rock, Acoustic Rock, Jam",1720108.0,67852014.0,True,
Dave McMurray,"jazz, Smooth Jazz, soul jazz, jazz-funk, jazz saxophone",10905.0,49628.0,True,
Dave Mustaine,"thrash metal, metal, Psycho Metal Tag Radio, heavy metal, psycho metal",6812.0,22713.0,True,
Dave Revan,,221.0,690.0,True,
Dave Stewart,"rock, pop, blues rock, Pop-Rock, alternative",89427.0,590192.0,True,
Dave The Hustler,,148.0,346.0,True,
Dave Thomas Junior,"acoustic, rock, singer-songwriter, folk, english",73137.0,547629.0,True,
Dave Van Ronk,"George Ellias, ellias, folk, blues, singer-songwriter",200757.0,2236769.0,True,
Dave Wong,Hong Kong,6864.0,119721.0,True,
Dave and Ava,,4176.0,70004.0,True,
Dave's True Story,"jazz, female vocalists, swing, lounge, pop",15488.0,173196.0,True,
Daveed Diggs,"Hip-Hop, rap, underground hip-hop, hiphop, musical",413630.0,4966700.0,True,
Davi,"Progressive House, deep house, House, pop, brazilian",73232.0,1217471.0,True,
Davi Sacer,"gospel, worship, davi sacer, christian, brazilian",50915.0,718949.0,True,
Davi Singh,,516.0,2293.0,True,
David & Steve Gordon,"new age, native american, ambient, world, Neo-Pagan",59379.0,884608.0,True,
David Alvarez,"cuba, salsa, worldmusic, pop, son",10616.0,37245.0,True,
David Arkenstone,"new age, celtic, instrumental, ambient, folk",420138.0,6653079.0,True,
David Arnold,"Soundtrack, instrumental, composer, score, movie score composers",391568.0,6877371.0,True,
David Avilés Morales,,0.0,0.0,False,
David Bell,"All, instrumental, Classical, spotify",12936.0,54037.0,True,
David Bisbal,"spanish, latin, pop, latin pop, male vocalists",358629.0,5244147.0,True,
David Boomah,"jungle, ragga",5518.0,20843.0,True,
David Bowie,"glam rock, rock, classic rock, 80s, alternative",5503551.0,395215981.0,True,
David Brinston,"Southern Soul, soul, blues, rhythm and blues",3440.0,19549.0,True,
David Buckley,"Soundtrack, instrumental, score, composer, movie score composers",68650.0,878361.0,True,
David Byrne,"new wave, alternative, singer-songwriter, rock, indie",691895.0,11602303.0,True,
David Calzado y su Charanga Habanera,"salsa, timba, latin, cuban, salsa cubana",21280.0,273975.0,True,
David Carnes,piano,9870.0,226762.0,True,
David Carretta,"electro, techno, Electroclash, electronic, french",66303.0,437566.0,True,
David Cedeño,"chill906, salsa, lounge, chillout, electronica",1240.0,6817.0,True,
David Cross,"comedy, stand-up, stand-up comedy, spoken word, Progressive rock",124852.0,3014150.0,True,
David Crowe,"comedy, standup comedy, spoken word, pop, Pop Music",8295.0,40664.0,True,
David DeMaría,"pop, spanish, latin, Espanol, latin pop",15473.0,143539.0,True,
David Devoto,,0.0,0.0,False,
David Forbes,"trance, uplifting trance, progressive trance, Hard Trance, electronic",53689.0,406483.0,True,
David Foster,"instrumental, pop, composer, easy listening, adult contemporary",118521.0,858467.0,True,
David Frank,wild orchid,1802.0,5479.0,True,
David Fung,Classical Piano Solo,400.0,4585.0,True,
David Funk,,152.0,360.0,True,
David Gilmour,"Progressive rock, classic rock, rock, Pink Floyd, singer-songwriter",779382.0,19003498.0,True,
David Grant,"soul, funk, pop, dance, rnb",15384.0,76436.0,True,
David Grier,"bluegrass, acoustic guitar, country, guitar, instrumental",27457.0,179403.0,True,
David Grisman,"bluegrass, mandolin, jazz, folk, acoustic",67473.0,678124.0,True,
David Guetta,"House, dance, electronic, club, techno",5111510.0,182555194.0,True,
David Guzman,,13.0,53.0,True,
David Hazeltine,"jazz, piano, jazz piano, David Hazeltine, nu jazz",203532.0,836930.0,True,
David Healer,,11282.0,164802.0,True,
David Helpling,"ambient, new age, space music, Space Ambient, atmospheric",57498.0,778799.0,True,
David Hernando,,3.0,9.0,True,
David Hibbard,,846.0,4054.0,True,
David Hodges,"alternative rock, piano rock, rock, christian rock, singer-songwriter",23511.0,354779.0,True,
David Holmes,"electronic, trip-hop, Soundtrack, chillout, electronica",432816.0,6247094.0,True,
David Huntsinger,"jazz, instrumental, piano, smooth, Smooth Jazz",26216.0,179920.0,True,
David Hyde Pierce,"All, spotify",12645.0,67604.0,True,
David J,"alternative, alternative rock, post-punk, 80s, Gothic",45432.0,540837.0,True,
David Kushner,"indie, folk, singer-songwriter, pop, alternative",960360.0,22445462.0,True,
David Lanz,"piano, new age, instrumental, ambient, Classical",199363.0,2642449.0,True,
David Leonard,"christian pop, ccm, christian, pop, praise",11031.0,82293.0,True,
David Lindley,"blues, folk, guitar, rock, multi-instrumentalist",39145.0,274526.0,True,
David Ling,"piano, melancholic, modern classical, neoclassical",27.0,158.0,True,
David Ling Jr,,1.0,1.0,True,
David Ling Jr. and Johnny at CBS,,0.0,0.0,False,
David Lui,,4796.0,48484.0,True,
David Moore,"singer-songwriter, USA, All, spotify, d moore",20770.0,89500.0,True,
David Morales,"House, vocal house, dance, deep house, dance music",101950.0,553030.0,True,
David Nevue,"piano, instrumental, new age, piano solo, relaxing",152876.0,2714720.0,True,
David Ogden Stiers,"Disney, Soundtrack, male vocalists, actor, Illinois",64938.0,316868.0,True,
David Otero,"rock, indie, pop rock, pop, spain",21675.0,249803.0,True,
David Pabon,"salsa, salsa colombiana, Excelente, latin, Hector Lavoe",55042.0,375733.0,True,
David Penn,"House, DIsco House, spanish, Disco, tech house",59338.0,310819.0,True,
David Puentez,"House, electronic, Progressive House, dance, electro",98855.0,675108.0,True,
David Quinlan,"christian, gospel, rock, worship, adoracao",27957.0,330194.0,True,
David Rawlings,"country, bluegrass, singer-songwriter, guitar, blues",86769.0,757735.0,True,
David Ritschard,"swedish, country, Sweden",7577.0,333478.0,True,
David Sanborn,"jazz, Smooth Jazz, saxophone, Fusion, jazz fusion",185903.0,1917061.0,True,
David Seville,"60s, pop, comedy, funny, novelty",47521.0,138169.0,True,
David Shane,USA,1808.0,5491.0,True,
David Shaw and The Beat,"electronic, pop, dance, indie, synth pop",23283.0,129193.0,True,
David Shiner,,6292.0,45867.0,True,
David Spade,comedy,3581.0,23429.0,True,
David Spekter,,651.0,2875.0,True,
David Stivender,,4.0,5.0,True,
David Sylvian,"experimental, ambient, singer-songwriter, electronic, alternative",367579.0,8768759.0,True,
David Syrus,,108.0,431.0,True,
David Tao,,45090.0,1120891.0,True,
David Temessi,"hard techno, techno, minimal, hardstyle, Hardtek",9455.0,39944.0,True,
David Thomas,"experimental, Avant-Garde, post-punk, Avante Garage, new age",16450.0,116616.0,True,
David Tomlinson,"Disney, Soundtrack, baffi di un certo livello, mary poppins, british",48805.0,273675.0,True,
David Trindade,,2.0,13.0,True,
David Wahler,"new age, ethereal, meditative, chillout, lounge",12601.0,86335.0,True,
David Ware,,23.0,166.0,True,
David Whistle,"techno, hardcore, spanish, makina, cantaditas",9618.0,109561.0,True,
David Witczak,,31.0,260.0,True,
David Xirgu,,41.0,178.0,True,
David Y Abraham,,865.0,12045.0,True,
David Zepeda,"pop, 00s, pornstar, Sexy Male",950.0,8814.0,True,
David Zippel,,824.0,5483.0,True,
Davide Dalli Cardillo,,996.0,1990.0,True,
Davide Famularo,,716.0,1399.0,True,
Davide Sonar,"hardstyle, italian hardstyle, jumpstyle, electronic, Hardbass",38492.0,266065.0,True,
Davido,"afrobeat, afrobeats, nigeria, africa, afropop",281377.0,5683033.0,True,
Davidson Silva,"católico, christian, mineiro",7499.0,93090.0,True,
Davignon,,102102.0,525928.0,True,
Davila 666,,21695.0,320160.0,True,
Daviles de Novelda,"spain, latin, born in alicante, joven de Alicante",22427.0,218860.0,True,
Davina Michelle,"pop, dutch, netherlands, female vocalist, onmogelijke duetten",75402.0,1465186.0,True,
Davis,"hip hop, House, electronic, deep house, leaving records",28678.0,181152.0,True,
Davis John Patton,"acoustic, folk, USA, indie, iwoa",29962.0,164891.0,True,
Davis Mallory,guys who like to flaunt,3189.0,9782.0,True,
Davizinho,,22819.0,140024.0,True,
Davodka,"Hip-Hop, rap, rap francais, french rap, underground hip-hop",17226.0,416695.0,True,
Davojah,,381.0,1700.0,True,
Davy Cornillot,,15.0,41.0,True,
Dawid Narożny,,9485.0,64426.0,True,
Dawid Runtz,,2.0,4.0,True,
Dawn Golden,"electronic, dream pop, indie, ambient, psychedelic",165252.0,1387044.0,True,
Dawn Of Ashes,"dark electro, industrial, ebm, Aggrotech, Harsh EBM",89072.0,3024103.0,True,
Dawn Upshaw,"opera, soprano, Classical, female vocalists, vocal",23561.0,148088.0,True,
Dawn Wall,"Drum and bass, electronic, dnb, funk, english",83841.0,1259367.0,True,
Dawty Music,,397.0,1162.0,True,
Dax,"rock, metal, industrial, rap, indie",234233.0,4891996.0,True,
Dax Wolf,ambient,27622.0,196860.0,True,
Daxson,"trance, UK, uplifting trance, british, funk_add_to_lidarr_batch_7",17567.0,160250.0,True,
Day e Lara,sertanejo,29223.0,453440.0,True,
Day-Mar,"hardcore, Gabber, industrial hardcore, Darkcore, Mainstream Hardcore",11605.0,120532.0,True,
Daya,"pop, indie, female vocalists, indie pop, my top songs",827816.0,9597851.0,True,
Dayana,"Moldovan, Moldova",6621.0,34533.0,True,
Dayce Williams,,152.0,542.0,True,
Daye,"rnb, soul, pop",750.0,3444.0,True,
Daye Jack,"Hip-Hop, soul, rnb, hiphop, american",30377.0,194156.0,True,
Daylight,"emo, punk, hardcore, Grunge, punk rock",83351.0,2206622.0,True,
Dayme y El High,"Colombia, Reggaeton, Latin Urban",36250.0,250310.0,True,
Days N Daze,,102067.0,4548165.0,True,
Days Of The New,"Grunge, alternative rock, post-grunge, rock, alternative",456942.0,5806832.0,True,
Dayseeker,"post-hardcore, metalcore, metal, alternative rock, rock",256685.0,15338993.0,True,
Dayser 23,,0.0,0.0,False,
Daz Dillinger,"G-funk, rap, Gangsta Rap, Hip-Hop, west coast",203934.0,1281842.0,True,
Dazaranha,"brazilian, reggae, rock, brasil, brazil",32299.0,776125.0,True,
Dazik69,,17956.0,53881.0,True,
Ddy Nunes,"pop, dance, romanian music, rnb",149.0,5045.0,True,
De Alpenzusjes,"dutch, Nederlandstalig, volksmuziek, feest, Limburg",12200.0,87823.0,True,
De Antennes,,1644.0,6786.0,True,
De Beatsers,,382.0,1247.0,True,
De Brassers,"post-punk, coldwave, new wave, 80s, belgian",5761.0,61585.0,True,
De Deurzakkers,"Home collection, folk, comedy, netherlands, carnaval",7037.0,31919.0,True,
De Doelleazen,"electronic, dance, Frysk, party, frisian",6843.0,100951.0,True,
De Hofnar,"deep house, electronic, german, House, netherlands",123392.0,855739.0,True,
De Kraaien,"Hip-Hop, rap, dutch, electronic, the netherlands",24510.0,246717.0,True,
De La Ghetto,"Reggaeton, latin, hip hop, Reggaeton  top-50, De La Ghetto",293162.0,3327367.0,True,
De La Soul,"Hip-Hop, rap, hip hop, alternative rap, Jazz Hop",1446221.0,31867158.0,True,
De La Tierra,"groove metal, Nu Metal, metal, alternative metal, argentina",8862.0,142532.0,True,
De Lorra,"synthwave, dreamwave, chillwave, electronic, retrowave",72893.0,672257.0,True,
De Mangueira,,954.0,4649.0,True,
De Moi,ambient,54275.0,336294.0,True,
De Mosselman,"happy hardcore, Gabber, dutch, hardcore, Home collection",4403.0,21591.0,True,
De Nalgas,"punk, mexico, vive latino, SXSW 2014, vergaviota",6999.0,148759.0,True,
De Profundis,"doom metal, death metal, progressive death metal, Death Doom Metal, black metal",7153.0,108103.0,True,
De Rien,"french, chanson, plvert-decouvertes",7341.0,43834.0,True,
De Seu,,81700.0,490206.0,True,
